cp_id,prodotto_clanpesca,marca,categoria,prezzo_clanpesca_eur,sito_concorrente,livello_match,prezzo_concorrente_eur,disponibilita,delta_pct,url,data_rilevazione
22535,Favorite Creed,favorite,Spinning e Casting,125.00,bassstoreitaly.com,famiglia,201.00,disponibile,-37.8,https://bassstoreitaly.com/it/favorite-creed-sw-spinning,2026-08-05
17276,Favorite White Bird,favorite,Mare,59.90,bassstoreitaly.com,famiglia,57.99,disponibile,+3.3,https://bassstoreitaly.com/it/favorite-white-bird-spinning,2026-08-05
17294,Favorite X1 PRO,favorite,Canne,85.00,bassstoreitaly.com,famiglia,68.49,disponibile,+24.1,https://bassstoreitaly.com/it/favorite-x1-pro-spinning,2026-08-05
16814,Fladen Wading Jacket,fladen,Abbigliamento,189.00,pescapromo.it,famiglia,71.96,disponibile,+162.6,https://pescapromo.it/t/giacche-da-pesca/fladen-authentic-wading-jacket,2026-08-05
24564,Giacca Fladen Authentic 5.0 Olive,fladen,Abbigliamento,165.00,pescapromo.it,esatto,96.42,disponibile,+71.1,https://pescapromo.it/t/giacche-da-pesca/giacca-da-pesca-fladen-jacket-authentic-5-0-olive,2026-08-05
24286,Hart Canna Nation Cat,hart,Siluro,79.00,pescapromo.it,famiglia,62.95,disponibile,+25.5,https://pescapromo.it/t/mulinelli/mulinello-da-pesce-gatto-hart-nation-cat-8000,2026-08-05
31390,Major Craft Ceana Italy Edition,major-craft,Luccio,135.00,bassstoreitaly.com,famiglia,124.99,disponibile,+8.0,https://bassstoreitaly.com/it/major-craft-ceana-italy-edition,2026-08-05
31390,Major Craft Ceana Italy Edition,major-craft,Luccio,135.00,mondo-pesca.it (ora escaepescashop.it),famiglia,129.00,disponibile,+4.7,https://escaepescashop.it/prodotto/major-craft-ceana-italy-edition/,2026-08-05
26592,Mulinello Ceana Major Craft,major-craft,Luccio,110.00,bassstoreitaly.com,famiglia,124.99,disponibile,-12.0,https://bassstoreitaly.com/it/major-craft-ceana-italy-edition,2026-08-05
26592,Mulinello Ceana Major Craft,major-craft,Luccio,110.00,mondo-pesca.it (ora escaepescashop.it),famiglia,99.00,disponibile,+11.1,https://escaepescashop.it/prodotto/major-craft-ceana-fw-spinning/,2026-08-05
26592,Mulinello Ceana Major Craft,major-craft,Luccio,110.00,pescapromo.it,famiglia,94.95,disponibile,+15.9,https://pescapromo.it/t/canne-da-baitcasting/canna-da-baitcasting-major-craft-ceana-2-05m-7-28g,2026-08-05
27161,Mikado Cat Territory,mikado,Luccio,59.00,pescapromo.it,famiglia,43.95,esaurito,+34.2,https://pescapromo.it/t/mulinelli/mulinello-mikado-cat-territory,2026-08-05
12764,"Molix Craw Flex 3""",molix,Creature & Craw,6.98,webpesca.it,probabile,4.80,esaurito,+45.4,https://www.webpesca.it/shop/artificiale-craw-molix-flex-3-7-5-cm-blu-notte/,2026-08-05
14873,"Molix Creature 4""",molix,Creature & Craw,8.90,pescapromo.it,probabile,3.49,esaurito,+155.0,https://pescapromo.it/t/creature-baits/molix-sc-bug-4-5-pezzi,2026-08-05
12767,Molix Finder Jerk 150,molix,Jerkbait,17.69,bassstoreitaly.com,esatto,18.60,disponibile,-4.9,https://bassstoreitaly.com/it/molix-finder-jerk-evo-150-ss,2026-08-05
25878,Molix Finder Jerk EVO 150 SS,molix,Luccio,18.85,bassstoreitaly.com,esatto,18.60,disponibile,+1.3,https://bassstoreitaly.com/it/molix-finder-jerk-evo-150-ss,2026-08-05
14925,Molix Fioretto Speciale,molix,Monopezzo,359.50,bassstoreitaly.com,famiglia,582.99,esaurito,-38.3,https://bassstoreitaly.com/it/molix-fioretto-speciale-jackfin-stikbait-spinning,2026-08-05
24349,Molix Fioretto Trofeo Casting,molix,Luccio,249.00,bassstoreitaly.com,famiglia,199.99,disponibile,+24.5,https://bassstoreitaly.com/it/molix-fioretto-trofeo,2026-08-05
12820,"Molix Freaky Craw 2.8""",molix,Creature & Craw,6.79,mondo-pesca.it (ora escaepescashop.it),esatto,7.55,disponibile,-10.1,https://escaepescashop.it/prodotto/molix-freaky-craw-28/,2026-08-05
12808,"Molix Freaky Craw 4""",molix,Creature & Craw,6.79,mondo-pesca.it (ora escaepescashop.it),esatto,7.50,disponibile,-9.5,https://escaepescashop.it/prodotto/molix-freaky-craw-4/,2026-08-05
12808,"Molix Freaky Craw 4""",molix,Creature & Craw,6.79,webpesca.it,esatto,6.00,disponibile,+13.2,https://www.webpesca.it/shop/artificiale-craw-molix-freaky-craw-4-10-cm-black-blue/,2026-08-05
12828,"Molix Freaky Flex 3""",molix,Creature & Craw,6.29,webpesca.it,probabile,6.36,esaurito,-1.1,https://www.webpesca.it/shop/artificiale-craw-molix-freaky-flex-3-7-5-cm-mixed-pack/,2026-08-05
25874,Molix Glide Bait 130 Dying,molix,Spinning e Casting,29.99,bassstoreitaly.com,esatto,23.79,disponibile,+26.1,https://bassstoreitaly.com/it/molix-glide-bait-130-dying,2026-08-05
20672,Molix Glide Bait 130 Slow Sinking,molix,Siluro,27.90,pescapromo.it,esatto,25.60,disponibile,+9.0,https://pescapromo.it/t/swimbaits/molix-glide-bait-130-slow-sinking-swimbait-13cm-30g,2026-08-05
12791,Molix Glide Bait 178 Slow Sinking,molix,Swimbait,29.98,pescapromo.it,esatto,30.35,disponibile,-1.2,https://pescapromo.it/t/swimbaits/molix-glide-bait-178-slow-sinking,2026-08-05
12878,Molix Hybrid Swimmer 165,molix,Luccio,17.99,bassstoreitaly.com,esatto,14.59,disponibile,+23.3,https://bassstoreitaly.com/it/molix-hybrid-swimmer-165,2026-08-05
12952,Molix Hyper Split Ring,molix,Girelle & Moschettoni,5.90,bassstoreitaly.com,famiglia,5.49,disponibile,+7.5,https://bassstoreitaly.com/it/molix-hyper-split-ring,2026-08-05
12957,Molix Insert Tungsten,molix,Piombi,5.90,bassstoreitaly.com,famiglia,5.99,disponibile,-1.5,https://bassstoreitaly.com/it/molix-tungsten-insert-2,2026-08-05
31765,Molix Jubarino Cm 5 Gr 2.5,molix,Spinning e Casting,11.95,webpesca.it,esatto,10.80,esaurito,+10.6,https://www.webpesca.it/shop/artificiale-jerkbait-molix-jubarino-5-cm-2-5-gr-chart-black/,2026-08-05
25928,Molix Jugulo Plus Casting Jig Gr 10,molix,Mare,10.90,webpesca.it,probabile,15.52,esaurito,-29.8,https://www.webpesca.it/shop/artificiale-metal-jig-molix-jugulo-plus-casting-10-5-cm-60-gr-crazy-pink/,2026-08-05
25963,Molix Jugulo Plus Casting Jig Gr 60,molix,Mare,16.20,webpesca.it,esatto,15.52,esaurito,+4.4,https://www.webpesca.it/shop/artificiale-metal-jig-molix-jugulo-plus-casting-10-5-cm-60-gr-crazy-pink/,2026-08-05
14913,Molix Outset Casting Series,molix,Monopezzo,152.98,bassstoreitaly.com,famiglia,134.99,disponibile,+13.3,https://bassstoreitaly.com/it/molix-outset-all-round-series-spinning,2026-08-05
20454,Molix Pop Frog Cm 6.5 Gr 18,molix,Spinning e Casting,13.48,webpesca.it,esatto,13.60,esaurito,-0.9,https://www.webpesca.it/shop/artificiale-rana-molix-pop-frog-6-5-cm-18-gr-bone/,2026-08-05
12897,"Molix RT Fork Flex 3""",molix,Siliconici,7.18,mondo-pesca.it (ora escaepescashop.it),esatto,7.98,disponibile,-10.0,https://escaepescashop.it/prodotto/molix-rt-fork-flex-3/,2026-08-05
12897,"Molix RT Fork Flex 3""",molix,Siliconici,7.18,webpesca.it,probabile,4.86,esaurito,+47.7,https://www.webpesca.it/shop/artificiale-stickbait-molix-rt-fork-flex-3-7-5-cm-mixed-color/,2026-08-05
12939,"Molix RT Fork Flex 4""",molix,Siliconici,9.45,webpesca.it,esatto,6.60,esaurito,+43.2,https://www.webpesca.it/shop/artificiale-swimbait-molix-rt-fork-flex-4-10-cm-clear-chart/,2026-08-05
12908,"Molix RT Fork Flex 5""",molix,Siliconici,8.98,webpesca.it,probabile,4.86,esaurito,+84.8,https://www.webpesca.it/shop/artificiale-stickbait-molix-rt-fork-flex-3-7-5-cm-mixed-color/,2026-08-05
26420,"Molix RT Shad 4"" Slim",molix,Mare,10.50,pescapromo.it,esatto,10.25,disponibile,+2.4,https://pescapromo.it/t/shads/molix-rt-shad-4-slim-shad-10cm-5-pezzi,2026-08-05
26420,"Molix RT Shad 4"" Slim",molix,Mare,10.50,webpesca.it,esatto,10.32,esaurito,+1.7,https://www.webpesca.it/shop/artificiale-shad-molix-rt-shad-slim-4-10-cm-mixed-pack-1/,2026-08-05
14095,"Molix Ra Grub 6""",molix,Luccio,8.98,bassstoreitaly.com,esatto,7.99,disponibile,+12.4,https://bassstoreitaly.com/it/molix-ra-grub-6,2026-08-05
14938,"Molix Ra Shad 2""",molix,Siliconici,6.70,mondo-pesca.it (ora escaepescashop.it),esatto,6.95,disponibile,-3.6,https://escaepescashop.it/prodotto/molix-ra-shad-2/,2026-08-05
14952,"Molix Ra Shad 2.5""",molix,Siliconici,7.10,mondo-pesca.it (ora escaepescashop.it),esatto,7.50,disponibile,-5.3,https://escaepescashop.it/prodotto/molix-ra-shad-25/,2026-08-05
14264,Molix Rod Case,molix,Foderi Portacanne,23.85,bassstoreitaly.com,famiglia,23.80,esaurito,+0.2,https://bassstoreitaly.com/it/molix-rod-case,2026-08-05
16071,Molix S-Stick,molix,Spinning e Casting,7.50,bassstoreitaly.com,famiglia,5.44,disponibile,+37.9,https://bassstoreitaly.com/it/molix-stick-flex,2026-08-05
16071,Molix S-Stick,molix,Spinning e Casting,7.50,pescapromo.it,famiglia,3.96,esaurito,+89.4,https://pescapromo.it/t/shads/molix-sneaky-stick-4-5-11-25cm-sinking-softbait-8pcs,2026-08-05
16071,Molix S-Stick,molix,Spinning e Casting,7.50,webpesca.it,famiglia,13.20,esaurito,-43.2,https://www.webpesca.it/shop/artificiale-stickbait-molix-piper-6-5-cm-9-gr-black-gold/,2026-08-05
14898,Molix SC Bug,molix,Creature & Craw,7.20,bassstoreitaly.com,famiglia,8.09,disponibile,-11.0,https://bassstoreitaly.com/it/molix-sc-bug,2026-08-05
14898,Molix SC Bug,molix,Creature & Craw,7.20,pescapromo.it,famiglia,3.49,esaurito,+106.3,https://pescapromo.it/t/creature-baits/molix-sc-bug-4-5-pezzi,2026-08-05
16020,"Molix Sator Worm 4""",molix,Spinning e Casting,7.50,mondo-pesca.it (ora escaepescashop.it),esatto,6.50,disponibile,+15.4,https://escaepescashop.it/prodotto/molix-sator-worm-4/,2026-08-05
16020,"Molix Sator Worm 4""",molix,Spinning e Casting,7.50,webpesca.it,esatto,7.19,esaurito,+4.3,https://www.webpesca.it/shop/artificiale-worm-molix-sator-worm-4-10-cm-green-red/,2026-08-05
