id,marca,nome,categoria,tipo,n_varianti,prezzo_da,prezzo_a,url
27239,vision,Vision Dobb Daddy Dobb,Luccio,simple,0,6.50,6.50,https://clanpesca.com/prodotto/dobb-daddy-dobb/
27241,vision,Vision Dobb Daddy Kit with Hook,Luccio,simple,0,7.90,7.90,https://clanpesca.com/prodotto/vision-dobb-daddy-kit-with-hook/
27237,vision,Vision Dobb Daddy Rubber Ball,Luccio,simple,0,4.90,4.90,https://clanpesca.com/prodotto/dobb-daddy-rubber/
27220,vision,Vision SpinFly Dobb Daddy Cm 28 Gr 24,Luccio,grouped,1,14.50,14.50,https://clanpesca.com/prodotto/vision-spinfly-dobb-daddy-cm-28-gr-24/
33137,x6x,Mulinelli X6X Twix con Corpo in Grafite e Bobina in Alluminio,Mare,grouped,2,65.00,65.00,https://clanpesca.com/prodotto/mulinelli-x6x-twix-con-corpo-in-grafite-e-bobina-in-alluminio/
15360,x6x,Mulinello Java S X6X,Frizione anteriore,grouped,2,35.00,35.00,https://clanpesca.com/prodotto/mulinello-java-s-x6x/
33131,x6x,Mulinello Surfcasting X6X Super Cast 6000 con Due Bobine in Alluminio,Mare,simple,0,79.00,79.00,https://clanpesca.com/prodotto/mulinello-surfcasting-x6x-super-cast-6000-con-due-bobine-in-alluminio/
14502,x6x,Mulinello X6X Accord,Frizione anteriore,grouped,2,119.00,125.00,https://clanpesca.com/prodotto/x6x-accord/
27171,x6x,Mulinello X6X Koreo,Luccio,grouped,2,89.00,94.00,https://clanpesca.com/prodotto/mulinello-x6x-koreo/
27186,x6x,Mulinello X6X Royale,Mare,grouped,2,27.00,28.00,https://clanpesca.com/prodotto/mulinello-x6x-royale/
24303,x6x,Mulinello X6X Thyphoon 300L 9+1BB,Mare,simple,0,136.00,136.00,https://clanpesca.com/prodotto/mulinello-x6x-thyphoon-300l-91bb/
32161,yamanami,Yamanami A2 Flat 45S,Spinning e Casting,grouped,8,23.90,23.90,https://clanpesca.com/prodotto/yamanami-a2-flat-45s/
32133,yamanami,Yamanami A2 Minnow 52S,Spinning e Casting,grouped,8,23.90,23.90,https://clanpesca.com/prodotto/yamanami-a2-minnow-52s/
32179,yamanami,Yamanami Izuru 60S,Spinning e Casting,grouped,8,26.90,26.90,https://clanpesca.com/prodotto/yamanami-izuru-60s/
20138,yamashita,Yamashita Tako Yure Hunter Mis L Col VK,Mare,simple,0,8.00,8.00,https://clanpesca.com/prodotto/yamashita-tako-yure-hunter-mis-l-col-vk/
27052,zerek-innovation,Zerek Innovation Affinity 160 mm 41 Gr,Luccio,grouped,4,35.00,35.00,https://clanpesca.com/prodotto/zerek-innovation-affinity-160-mm-41-gr/
30773,zerek-innovation,Zerek Innovation Affinity 220 mm 96 Gr,Luccio,grouped,3,39.00,39.00,https://clanpesca.com/prodotto/zerek-innovation-affinity-220-mm-96-gr/
31432,zerek-innovation,Zerek Innovation Fry Cm 5,Spinning e Casting,grouped,3,13.95,13.95,https://clanpesca.com/prodotto/zerek-innovation-fry-cm-5/
31410,zerek-innovation,Zerek Innovation Popparazzi Cm 5,Mare,grouped,4,11.95,11.95,https://clanpesca.com/prodotto/zerek-innovation-popparazzi-cm-5/
31423,zerek-innovation,Zerek Innovation Stream-X 65 Cm 6.5,Spinning e Casting,grouped,5,15.95,15.95,https://clanpesca.com/prodotto/zerek-innovation-stream-x-65-cm-6-5/
14081,zpi,Zpi Bfc Pentagram Star Drag for Abu BFD01L Col Red,Stelle Frizione,simple,0,68.00,68.00,https://clanpesca.com/prodotto/zpi-bfc-pentagram-star-drag-for-abu-bfd01l-col-red/
14096,zpi,Zpi Bfc Pentagram Star Drag for Abu BFD01R,Stelle Frizione,grouped,3,68.00,68.00,https://clanpesca.com/prodotto/zpi-bfc-pentagram-star-drag-for-abu-bfd01r/
32995,zpi,ZPI F-0 PRO Nano Finesse,Spinning,simple,0,23.90,23.90,https://clanpesca.com/prodotto/zpi-f-0-pro-nano-finesse/
17364,zpi,Zpi Reel Stand Light 02,Spinning,grouped,2,25.00,25.00,https://clanpesca.com/prodotto/zpi-reel-stand-light-02/
